Case ID,Case Type,Parties Involved,Case Title,Filing Date,Case Status,Case Location,Hearing 1 date,Hearing 2 date,Hearing 3 date,Assigned Judge,Case Type Priority,Case Age,Scheduled Hearings,Overall Priority,Predicted Priority
695,White-Collar Crime,Jennifer,White-Collar Crime Case - Jennifer,17.05.23,Pending,San Antonio,19.02.24,,,Wendy Burke,7,540,0.0,547.0,546.9999999999994
1583,Public Corruption,Denise,Public Corruption Case - Denise,19.05.23,Pending,Detroit,30.01.24,23.03.24,08.06.24,Miss Teresa Trevino,4,542,1.0,547.0,546.9999999999994
1632,Violent Crimes,Kathy,Violent Crimes Case - Kathy,16.05.23,Pending,Denver,28.07.24,,,Nathaniel Walton,8,539,0.0,547.0,546.9999999999994
1478,Intellectual Property Violations,Andrew,Intellectual Property Violations Case - Andrew,13.05.23,Pending,Fort Worth,14.05.24,18.03.25,26.04.25,Travis Mack,10,536,1.0,547.0,546.9999999999994
423,Drug Trafficking,Nicole,Drug Trafficking Case - Nicole,09.05.23,Pending,New York,28.05.24,,,Scott Jackson,15,532,0.0,547.0,546.9999999999994
2607,Terrorism,Michael,Terrorism Case - Michael,22.05.23,Pending,Baltimore,09.07.24,19.08.24,02.10.24,Dr. Denise Flores,1,545,1.0,547.0,546.9999999999994
1825,Organized Crime,Nicole,Organized Crime Case - Nicole,18.05.23,Pending,San Antonio,15.12.23,02.10.24,,Christopher Johnston,6,541,0.5,547.5,547.4999999999994
1748,Public Corruption,Ethan,Public Corruption Case - Ethan,21.05.23,Pending,Las Vegas,24.06.24,,,Christopher Stevens,4,544,0.0,548.0,547.9999999999994
155,Employment Law Disputes,Elijah,Employment Law Disputes Case - Elijah,14.05.23,Pending,Nashville,12.07.23,,,Karla Moore,12,537,0.0,549.0,548.9999999999994
515,Public Corruption,Christina,Public Corruption Case - Christina,21.05.23,Pending,Dallas,16.08.24,02.04.25,09.06.25,Lisa Jordan,4,544,1.0,549.0,548.9999999999994
2523,Cyber Crime,Yolanda,Cyber Crime Case - Yolanda,23.05.23,Pending,Las Vegas,27.09.23,,,Mary Brown,3,546,0.0,549.0,548.9999999999994
2624,Terrorism,Amanda,Terrorism Case - Amanda,25.05.23,Pending,Fort Worth,26.06.23,04.03.24,24.06.24,Thomas Smith,1,548,1.0,550.0,549.9999999999994
739,Cyber Crime,Kathleen,Cyber Crime Case - Kathleen,24.05.23,Pending,Boston,20.07.24,09.09.24,,Rachel Mckee,3,547,0.5,550.5,550.4999999999994
2656,Employment Law Disputes,Robert,Employment Law Disputes Case - Robert,15.05.23,Pending,Los Angeles,18.06.24,27.05.25,04.10.25,Jessica Livingston,12,538,1.0,551.0,550.9999999999994
368,Organized Crime,Noah,Organized Crime Case - Noah,21.05.23,Pending,Memphis,06.09.24,24.05.25,14.11.25,Mr. Stephen Price,6,544,1.0,551.0,550.9999999999994
1823,Securities Fraud,Lisa,Securities Fraud Case - Lisa,13.05.23,Pending,San Diego,24.07.24,19.02.25,04.03.25,Eric Roberts,14,536,1.0,551.0,550.9999999999994
2454,Violent Crimes,Brandon,Violent Crimes Case - Brandon,20.05.23,Pending,Portland,17.11.23,,,Henry Williams,8,543,0.0,551.0,550.9999999999994
754,Environmental Law Violations,Deanna,Environmental Law Violations Case - Deanna,17.05.23,Pending,Columbus,02.10.24,,,Kelsey Lopez,11,540,0.0,551.0,550.9999999999994
2307,Drug Trafficking,Stanley,Drug Trafficking Case - Stanley,12.05.23,Pending,Houston,02.07.23,17.10.23,21.11.23,Brian Flores,15,535,1.0,551.0,550.9999999999994
1120,Violent Crimes,Donald,Violent Crimes Case - Donald,21.05.23,Pending,Detroit,01.11.23,,,Mackenzie Gomez,8,544,0.0,552.0,551.9999999999994
763,Public Corruption,Veronica,Public Corruption Case - Veronica,24.05.23,Pending,Austin,21.01.24,15.08.24,26.12.24,Patricia Arias,4,547,1.0,552.0,551.9999999999994
2837,Civil Rights,Matthew,Civil Rights Case - Matthew,25.05.23,Pending,Chicago,04.04.24,,,Joshua Nichols,5,548,0.0,553.0,552.9999999999994
2655,Violent Crimes,Travis,Violent Crimes Case - Travis,21.05.23,Pending,New York,09.10.23,04.03.24,23.06.24,Michael Gomez,8,544,1.0,553.0,552.9999999999994
2776,Violent Crimes,Sean,Violent Crimes Case - Sean,21.05.23,Pending,Jacksonville,03.11.23,03.04.24,16.07.24,Amy Gallegos,8,544,1.0,553.0,552.9999999999994
1441,Public Corruption,Caitlin,Public Corruption Case - Caitlin,27.05.23,Pending,Oklahoma City,18.11.24,,,Lauren Collins,4,550,0.0,554.0,553.9999999999994
815,Cyber Crime,John,Cyber Crime Case - John,28.05.23,Pending,Oklahoma City,20.08.23,15.01.24,03.05.24,Jennifer Rodriguez,3,551,1.0,555.0,554.9999999999994
395,Securities Fraud,Victoria,Securities Fraud Case - Victoria,18.05.23,Pending,New York,20.10.24,,,Melinda Fields,14,541,0.0,555.0,554.9999999999994
1651,Securities Fraud,Jennifer,Securities Fraud Case - Jennifer,19.05.23,Pending,Louisville,21.10.24,,,Jennifer Alexander,14,542,0.0,556.0,555.9999999999994
2263,Intellectual Property Violations,Jessica,Intellectual Property Violations Case - Jessica,22.05.23,Pending,Dallas,14.12.23,25.11.24,28.11.24,Melanie Fischer,10,545,1.0,556.0,555.9999999999994
1245,Civil Rights,Brandon,Civil Rights Case - Brandon,27.05.23,Pending,New York,15.04.24,26.06.24,01.09.24,Kevin Davis,5,550,1.0,556.0,555.9999999999994
748,Cyber Crime,Sergio,Cyber Crime Case - Sergio,30.05.23,Pending,Washington,01.06.23,25.04.24,,Timothy Robinson,3,553,0.5,556.5,556.4999999999994
2598,Civil Rights,Natasha,Civil Rights Case - Natasha,28.05.23,Pending,Oklahoma City,19.03.24,06.03.25,,Chris Cohen,5,551,0.5,556.5,556.4999999999994
1943,White-Collar Crime,Maria,White-Collar Crime Case - Maria,26.05.23,Pending,Columbus,26.06.24,02.02.25,,Grace Frazier,7,549,0.5,556.5,556.4999999999994
1599,Violent Crimes,Jacob,Violent Crimes Case - Jacob,25.05.23,Pending,Nashville,21.02.24,10.02.25,16.03.25,Michelle Nelson,8,548,1.0,557.0,556.9999999999994
2278,Major Thefts,Jaime,Major Thefts Case - Jaime,24.05.23,Pending,Charlotte,03.03.24,02.03.25,27.06.25,Ricardo Suarez,9,547,1.0,557.0,556.9999999999994
1164,White-Collar Crime,Brandi,White-Collar Crime Case - Brandi,26.05.23,Pending,Fort Worth,23.08.23,09.08.24,10.12.24,Victoria Wilson,7,549,1.0,557.0,556.9999999999994
910,Drug Trafficking,Erica,Drug Trafficking Case - Erica,19.05.23,Pending,Portland,21.08.23,,,Anthony Smith,15,542,0.0,557.0,556.9999999999994
2137,Public Corruption,Phillip,Public Corruption Case - Phillip,30.05.23,Pending,Oklahoma City,04.04.24,,,Derrick Mcneil,4,553,0.0,557.0,556.9999999999994
1128,Violent Crimes,Jerome,Violent Crimes Case - Jerome,26.05.23,Pending,Fort Worth,29.08.24,27.03.25,,Mark Chambers,8,549,0.5,557.5,557.4999999999994
1657,Organized Crime,Joseph,Organized Crime Case - Joseph,28.05.23,Pending,Fort Worth,18.11.24,14.05.25,10.08.25,Timothy Robinson,6,551,1.0,558.0,557.9999999999994
1469,Intellectual Property Violations,Amanda,Intellectual Property Violations Case - Amanda,24.05.23,Pending,Los Angeles,13.09.24,19.07.25,24.10.25,Dorothy Smith,10,547,1.0,558.0,557.9999999999994
175,Major Thefts,Amy,Major Thefts Case - Amy,26.05.23,Pending,Dallas,16.11.24,01.09.25,03.02.26,Carla Smith,9,549,1.0,559.0,558.9999999999994
1623,Civil Rights,Sean,Civil Rights Case - Sean,30.05.23,Pending,Los Angeles,10.09.23,15.05.24,31.05.24,Laura Stephens,5,553,1.0,559.0,558.9999999999994
419,Immigration Law Cases,Joseph,Immigration Law Cases Case - Joseph,23.05.23,Pending,Detroit,12.09.24,,,Melissa Murillo,13,546,0.0,559.0,558.9999999999994
1493,Public Corruption,Jaime,Public Corruption Case - Jaime,01.06.23,Pending,Seattle,19.11.24,,,Lisa Bray,4,555,0.0,559.0,558.9999999999994
774,Immigration Law Cases,Carolyn,Immigration Law Cases Case - Carolyn,22.05.23,Pending,San Jose,27.05.24,19.04.25,28.08.25,Timothy Lawrence,13,545,1.0,559.0,558.9999999999994
717,Violent Crimes,John,Violent Crimes Case - John,28.05.23,Pending,Jacksonville,26.10.23,31.12.23,15.03.24,Melissa Bailey,8,551,1.0,560.0,559.9999999999994
1969,Employment Law Disputes,Roy,Employment Law Disputes Case - Roy,26.05.23,Pending,Phoenix,30.09.24,,,Charles Johnson,12,549,0.0,561.0,560.9999999999994
925,Immigration Law Cases,Sara,Immigration Law Cases Case - Sara,25.05.23,Pending,New York,02.09.24,,,Lisa Patterson,13,548,0.0,561.0,560.9999999999994
689,Cyber Crime,Emily,Cyber Crime Case - Emily,04.06.23,Pending,Columbus,12.09.23,27.03.24,19.09.24,Zachary Hendrix,3,558,1.0,562.0,561.9999999999994
2926,Immigration Law Cases,Rebecca,Immigration Law Cases Case - Rebecca,26.05.23,Pending,Indianapolis,05.05.24,,,Jessica Livingston,13,549,0.0,562.0,561.9999999999994
993,Intellectual Property Violations,Cynthia,Intellectual Property Violations Case - Cynthia,28.05.23,Pending,Louisville,12.02.24,09.10.24,30.10.24,Timothy Singh MD,10,551,1.0,562.0,561.9999999999994
1457,Violent Crimes,Emily,Violent Crimes Case - Emily,31.05.23,Pending,San Diego,21.04.24,,,Patricia Arias,8,554,0.0,562.0,561.9999999999994
1559,Violent Crimes,Carrie,Violent Crimes Case - Carrie,31.05.23,Pending,Oklahoma City,05.03.24,,,Tammy Mendoza,8,554,0.0,562.0,561.9999999999994
2638,Major Thefts,Marcus,Major Thefts Case - Marcus,29.05.23,Pending,Baltimore,17.08.23,15.02.24,26.06.24,Thomas Morgan,9,552,1.0,562.0,561.9999999999994
2177,White-Collar Crime,Melissa,White-Collar Crime Case - Melissa,01.06.23,Pending,Chicago,29.06.24,05.12.24,,Jordan Lee,7,555,0.5,562.5,562.4999999999994
500,Terrorism,Stefanie,Terrorism Case - Stefanie,07.06.23,Pending,Nashville,12.09.24,24.10.24,,Joy Cole,1,561,0.5,562.5,562.4999999999994
1528,Employment Law Disputes,Jennifer,Employment Law Disputes Case - Jennifer,27.05.23,Pending,Denver,15.04.24,20.01.25,,Mary Rowland,12,550,0.5,562.5,562.4999999999994
2091,Cyber Crime,Debbie,Cyber Crime Case - Debbie,05.06.23,Pending,Oklahoma City,24.06.24,26.04.25,,Amy Bell,3,559,0.5,562.5,562.4999999999994
1125,Cyber Crime,Caroline,Cyber Crime Case - Caroline,05.06.23,Pending,Philadelphia,09.06.24,25.09.24,25.12.24,Tammy Mendoza,3,559,1.0,563.0,562.9999999999994
2199,Intellectual Property Violations,Andrew,Intellectual Property Violations Case - Andrew,29.05.23,Pending,Nashville,18.09.24,01.01.25,08.01.25,Chris Cohen,10,552,1.0,563.0,562.9999999999994
665,Major Thefts,Blake,Major Thefts Case - Blake,31.05.23,Pending,Fort Worth,19.07.23,09.09.23,07.10.23,Matthew Hall,9,554,1.0,564.0,563.9999999999994
2878,Securities Fraud,Jacqueline,Securities Fraud Case - Jacqueline,27.05.23,Pending,Columbus,25.07.24,03.02.25,,Michael Brooks,14,550,0.5,564.5,564.4999999999994
2804,Securities Fraud,Troy,Securities Fraud Case - Troy,28.05.23,Pending,Austin,02.10.23,,,Daniel Taylor,14,551,0.0,565.0,564.9999999999994
1569,Drug Trafficking,Kathryn,Drug Trafficking Case - Kathryn,27.05.23,Pending,San Antonio,23.12.23,22.11.24,,Nicholas White,15,550,0.5,565.5,565.4999999999994
2873,Immigration Law Cases,Danielle,Immigration Law Cases Case - Danielle,29.05.23,Pending,San Antonio,30.11.23,26.09.24,,Kevin Williamson,13,552,0.5,565.5,565.4999999999994
731,Intellectual Property Violations,Rachel,Intellectual Property Violations Case - Rachel,02.06.23,Pending,Seattle,15.06.24,,,Jordan Lee,10,556,0.0,566.0,565.9999999999994
1855,Major Thefts,Paul,Major Thefts Case - Paul,02.06.23,Pending,Portland,18.02.24,12.08.24,02.01.25,Melissa Bailey,9,556,1.0,566.0,565.9999999999994
1941,Environmental Law Violations,Juan,Environmental Law Violations Case - Juan,01.06.23,Pending,Phoenix,23.08.24,,,Casey Hernandez,11,555,0.0,566.0,565.9999999999994
147,White-Collar Crime,Charles,White-Collar Crime Case - Charles,06.06.23,Pending,Denver,30.12.23,,,Mary Rowland,7,560,0.0,567.0,566.9999999999994
1231,White-Collar Crime,Sara,White-Collar Crime Case - Sara,06.06.23,Pending,Oklahoma City,13.06.23,,,Jacqueline Cook DDS,7,560,0.0,567.0,566.9999999999994
1380,Drug Trafficking,Eric,Drug Trafficking Case - Eric,29.05.23,Pending,Phoenix,26.06.24,,,Troy Farley,15,552,0.0,567.0,566.9999999999994
938,Immigration Law Cases,Melanie,Immigration Law Cases Case - Melanie,30.05.23,Pending,Boston,27.02.24,09.05.24,29.09.24,George Landry,13,553,1.0,567.0,566.9999999999994
2350,Counterintelligence,Ruben,Counterintelligence Case - Ruben,11.06.23,Pending,Milwaukee,29.10.24,13.02.25,,Amy Ramirez,2,565,0.5,567.5,567.4999999999993
1284,Cyber Crime,Gregory,Cyber Crime Case - Gregory,11.06.23,Pending,Detroit,13.07.24,,,Joshua Nichols,3,565,0.0,568.0,567.9999999999993
2604,Environmental Law Violations,John,Environmental Law Violations Case - John,02.06.23,Pending,Philadelphia,26.07.23,16.03.24,08.08.24,Mark Miller,11,556,1.0,568.0,567.9999999999994
2123,Organized Crime,Anthony,Organized Crime Case - Anthony,08.06.23,Pending,San Antonio,20.06.23,,,Teresa Garcia,6,562,0.0,568.0,567.9999999999994
2533,Intellectual Property Violations,John,Intellectual Property Violations Case - John,03.06.23,Pending,Washington,29.03.24,27.03.25,05.07.25,David Orozco,10,557,1.0,568.0,567.9999999999994
219,Public Corruption,Jacob,Public Corruption Case - Jacob,10.06.23,Pending,Denver,14.06.24,23.06.24,,Lauren Collins,4,564,0.5,568.5,568.4999999999993
2642,Intellectual Property Violations,Timothy,Intellectual Property Violations Case - Timothy,04.06.23,Pending,New York,01.03.24,19.03.24,,Jennifer Avery,10,558,0.5,568.5,568.4999999999994
239,Cyber Crime,Sherry,Cyber Crime Case - Sherry,12.06.23,Pending,New York,08.08.24,,,Carl Martinez,3,566,0.0,569.0,568.9999999999993
1262,Cyber Crime,Aaron,Cyber Crime Case - Aaron,12.06.23,Pending,Nashville,18.06.24,,,Jill Johnson,3,566,0.0,569.0,568.9999999999993
2822,Terrorism,Lorraine,Terrorism Case - Lorraine,13.06.23,Pending,Fort Worth,21.05.24,24.12.24,12.05.25,Amanda Payne,1,567,1.0,569.0,568.9999999999993
2587,Immigration Law Cases,William,Immigration Law Cases Case - William,02.06.23,Pending,Phoenix,13.10.24,,,Melissa Bailey,13,556,0.0,569.0,568.9999999999994
1343,Major Thefts,Wendy,Major Thefts Case - Wendy,06.06.23,Pending,Phoenix,05.03.24,09.11.24,,Jennifer Alexander,9,560,0.5,569.5,569.4999999999994
2064,Terrorism,Cynthia,Terrorism Case - Cynthia,15.06.23,Pending,Indianapolis,05.07.24,,,Tammy Mendoza,1,569,0.0,570.0,569.9999999999993
644,Civil Rights,Jeanette,Civil Rights Case - Jeanette,11.06.23,Pending,Memphis,16.02.24,,,Sara Green,5,565,0.0,570.0,569.9999999999993
751,Cyber Crime,Eric,Cyber Crime Case - Eric,13.06.23,Pending,Dallas,03.12.23,,,Lisa Patterson,3,567,0.0,570.0,569.9999999999993
2056,White-Collar Crime,Michael,White-Collar Crime Case - Michael,08.06.23,Pending,San Jose,01.12.23,11.05.24,12.10.24,Gregory Sanchez,7,562,1.0,570.0,569.9999999999994
1966,Violent Crimes,Denise,Violent Crimes Case - Denise,07.06.23,Pending,Oklahoma City,04.07.24,31.05.25,06.11.25,Daniel Vance,8,561,1.0,570.0,569.9999999999994
174,Organized Crime,Sharon,Organized Crime Case - Sharon,09.06.23,Pending,Louisville,02.12.23,29.09.24,13.10.24,Daniel Cooper,6,563,1.0,570.0,569.9999999999994
2728,Violent Crimes,Carol,Violent Crimes Case - Carol,08.06.23,Pending,Nashville,10.09.23,24.08.24,,Mr. Stephen Price,8,562,0.5,570.5,570.4999999999994
1760,Public Corruption,Herbert,Public Corruption Case - Herbert,12.06.23,Pending,Denver,28.10.24,19.10.25,13.03.26,David Ford,4,566,1.0,571.0,570.9999999999993
193,Counterintelligence,Pamela,Counterintelligence Case - Pamela,14.06.23,Pending,Denver,09.06.24,16.06.24,22.11.24,Ronald Bright,2,568,1.0,571.0,570.9999999999993
2803,White-Collar Crime,Elizabeth,White-Collar Crime Case - Elizabeth,09.06.23,Pending,Philadelphia,01.11.23,03.05.24,18.08.24,Alice Bradley,7,563,1.0,571.0,570.9999999999994
1905,White-Collar Crime,Matthew,White-Collar Crime Case - Matthew,10.06.23,Pending,San Jose,26.12.23,16.10.24,,Mackenzie Gomez,7,564,0.5,571.5,571.4999999999993
1064,Violent Crimes,Alicia,Violent Crimes Case - Alicia,10.06.23,Pending,Charlotte,20.07.24,,,Kenneth Baker,8,564,0.0,572.0,571.9999999999993
895,Cyber Crime,Chelsea,Cyber Crime Case - Chelsea,15.06.23,Pending,Fort Worth,22.08.23,14.02.24,,Jeremy Burnett,3,569,0.5,572.5,572.4999999999993
2957,Terrorism,Victoria,Terrorism Case - Victoria,18.06.23,Pending,Oklahoma City,14.12.23,,,Ms. Miranda Reed,1,572,0.0,573.0,572.9999999999993
877,Major Thefts,Lisa,Major Thefts Case - Lisa,09.06.23,Pending,San Antonio,29.07.23,17.06.24,04.12.24,Andrea Casey,9,563,1.0,573.0,572.9999999999994
2066,Public Corruption,Samuel,Public Corruption Case - Samuel,15.06.23,Pending,Austin,08.08.24,21.09.24,,Lisa Jordan,4,569,0.5,573.5,573.4999999999993
326,Major Thefts,Sean,Major Thefts Case - Sean,11.06.23,Pending,Jacksonville,22.05.24,,,Bryan Simpson,9,565,0.0,574.0,573.9999999999993
2187,Intellectual Property Violations,Justin,Intellectual Property Violations Case - Justin,09.06.23,Pending,Detroit,14.03.24,18.10.24,21.03.25,John Gallagher,10,563,1.0,574.0,573.9999999999994
959,Securities Fraud,John,Securities Fraud Case - John,06.06.23,Pending,Columbus,23.03.24,,,Troy Farley,14,560,0.0,574.0,573.9999999999994
1291,Terrorism,Chad,Terrorism Case - Chad,19.06.23,Pending,Oklahoma City,02.07.23,29.03.24,,Melanie Fischer,1,573,0.5,574.5,574.4999999999993
657,Terrorism,Tony,Terrorism Case - Tony,19.06.23,Pending,San Jose,14.09.24,30.08.25,26.09.25,Cameron Peterson,1,573,1.0,575.0,574.9999999999993
231,Intellectual Property Violations,Sandra,Intellectual Property Violations Case - Sandra,10.06.23,Pending,San Antonio,26.10.23,04.02.24,28.07.24,Jamie Marsh,10,564,1.0,575.0,574.9999999999993
1170,Violent Crimes,Patricia,Violent Crimes Case - Patricia,12.06.23,Pending,Baltimore,28.01.24,28.07.24,15.11.24,Daniel Vance,8,566,1.0,575.0,574.9999999999993
2829,Drug Trafficking,Gary,Drug Trafficking Case - Gary,05.06.23,Pending,Fort Worth,30.01.24,23.01.25,28.02.25,Travis Mack,15,559,1.0,575.0,574.9999999999994
1182,Immigration Law Cases,Lori,Immigration Law Cases Case - Lori,08.06.23,Pending,San Francisco,15.10.24,,,Jennifer Sanchez,13,562,0.0,575.0,574.9999999999994
1750,Civil Rights,Allen,Civil Rights Case - Allen,17.06.23,Pending,Austin,12.05.24,,,Miss Holly Richardson DDS,5,571,0.0,576.0,575.9999999999993
742,Cyber Crime,Keith,Cyber Crime Case - Keith,18.06.23,Pending,Dallas,22.07.23,02.05.24,21.07.24,Mary Walters,3,572,1.0,576.0,575.9999999999993
2970,Cyber Crime,Elizabeth,Cyber Crime Case - Elizabeth,18.06.23,Pending,Washington,13.08.23,10.05.24,15.07.24,Melanie Boyer,3,572,1.0,576.0,575.9999999999993
104,Counterintelligence,Jesse,Counterintelligence Case - Jesse,19.06.23,Pending,Columbus,28.01.24,29.07.24,24.10.24,Amy Gallegos,2,573,1.0,576.0,575.9999999999993
317,Environmental Law Violations,Christopher,Environmental Law Violations Case - Christopher,10.06.23,Pending,Washington,26.12.23,19.03.24,27.06.24,Erica Martin,11,564,1.0,576.0,575.9999999999993
2200,Immigration Law Cases,Jennifer,Immigration Law Cases Case - Jennifer,08.06.23,Pending,Indianapolis,22.10.23,28.02.24,17.04.24,Amanda Payne,13,562,1.0,576.0,575.9999999999994
2783,Environmental Law Violations,Lisa,Environmental Law Violations Case - Lisa,12.06.23,Pending,Nashville,29.02.24,,,Mary Cannon,11,566,0.0,577.0,576.9999999999993
1062,Violent Crimes,Amanda,Violent Crimes Case - Amanda,15.06.23,Pending,Charlotte,16.01.24,,,Heather Lamb,8,569,0.0,577.0,576.9999999999993
2726,Immigration Law Cases,Matthew,Immigration Law Cases Case - Matthew,10.06.23,Pending,Phoenix,10.04.24,,,Alexandra Rodriguez,13,564,0.0,577.0,576.9999999999993
828,Public Corruption,Jody,Public Corruption Case - Jody,18.06.23,Pending,San Antonio,14.09.23,12.08.24,08.12.24,Timothy Robinson,4,572,1.0,577.0,576.9999999999993
266,Securities Fraud,Danny,Securities Fraud Case - Danny,08.06.23,Pending,Chicago,05.01.24,12.10.24,07.02.25,Sheri Smith,14,562,1.0,577.0,576.9999999999994
540,Public Corruption,Melissa,Public Corruption Case - Melissa,19.06.23,Pending,San Diego,24.07.24,19.01.25,,Mark Miller,4,573,0.5,577.5,577.4999999999993
76,Employment Law Disputes,Darryl,Employment Law Disputes Case - Darryl,11.06.23,Pending,Milwaukee,09.11.24,03.01.25,17.06.25,Blake Diaz,12,565,1.0,578.0,577.9999999999993
2003,Environmental Law Violations,Dwayne,Environmental Law Violations Case - Dwayne,13.06.23,Pending,San Jose,14.08.24,,,Greg Dixon,11,567,0.0,578.0,577.9999999999993
1388,Organized Crime,Catherine,Organized Crime Case - Catherine,17.06.23,Pending,Washington,28.09.23,21.07.24,23.07.24,Vanessa Pittman,6,571,1.0,578.0,577.9999999999993
234,White-Collar Crime,Ricardo,White-Collar Crime Case - Ricardo,18.06.23,Pending,Charlotte,09.11.23,,,Rebecca Conley,7,572,0.0,579.0,578.9999999999993
799,Environmental Law Violations,Teresa,Environmental Law Violations Case - Teresa,13.06.23,Pending,Columbus,15.11.24,22.08.25,31.10.25,Rebecca Conley,11,567,1.0,579.0,578.9999999999993
1894,Drug Trafficking,Stephanie,Drug Trafficking Case - Stephanie,10.06.23,Pending,Charlotte,28.02.24,04.11.24,,Miss Teresa Trevino,15,564,0.5,579.5,579.4999999999993
750,Cyber Crime,Carrie,Cyber Crime Case - Carrie,22.06.23,Pending,Memphis,06.11.23,11.06.24,,Vanessa Pittman,3,576,0.5,579.5,579.4999999999993
33,Violent Crimes,Jacob,Violent Crimes Case - Jacob,17.06.23,Pending,Boston,20.07.23,28.06.24,25.10.24,George Burke,8,571,1.0,580.0,579.9999999999993
2193,Civil Rights,Jeffrey,Civil Rights Case - Jeffrey,20.06.23,Pending,San Francisco,09.03.24,26.01.25,16.02.25,Courtney Williams,5,574,1.0,580.0,579.9999999999993
919,Civil Rights,Stephen,Civil Rights Case - Stephen,21.06.23,Pending,Jacksonville,05.09.23,,,Courtney Williams,5,575,0.0,580.0,579.9999999999993
2852,Environmental Law Violations,Brittany,Environmental Law Violations Case - Brittany,16.06.23,Pending,Denver,25.09.23,,,Robert Russo,11,570,0.0,581.0,580.9999999999993
2302,Counterintelligence,Richard,Counterintelligence Case - Richard,24.06.23,Pending,San Antonio,26.12.23,22.05.24,26.10.24,Terrence Rodriguez,2,578,1.0,581.0,580.9999999999993
795,Counterintelligence,Kristi,Counterintelligence Case - Kristi,25.06.23,Pending,Chicago,18.09.24,,,Mr. Cameron Hopkins,2,579,0.0,581.0,580.9999999999993
2367,Organized Crime,Tiffany,Organized Crime Case - Tiffany,21.06.23,Pending,San Antonio,18.06.24,08.09.24,,Eric Murray,6,575,0.5,581.5,581.4999999999993
639,Immigration Law Cases,Martha,Immigration Law Cases Case - Martha,14.06.23,Pending,Nashville,28.04.24,10.08.24,13.10.24,Mary Rowland,13,568,1.0,582.0,581.9999999999993
1004,Civil Rights,Patricia,Civil Rights Case - Patricia,22.06.23,Pending,Washington,05.09.24,11.03.25,30.08.25,Henry Keith,5,576,1.0,582.0,581.9999999999993
2650,Organized Crime,Anthony,Organized Crime Case - Anthony,22.06.23,Pending,Washington,22.01.24,29.02.24,,Regina Duffy,6,576,0.5,582.5,582.4999999999993
510,Immigration Law Cases,Patricia,Immigration Law Cases Case - Patricia,15.06.23,Pending,Columbus,16.07.23,04.08.23,,Matthew Hall,13,569,0.5,582.5,582.4999999999993
2840,Cyber Crime,Crystal,Cyber Crime Case - Crystal,26.06.23,Pending,San Antonio,24.10.24,,,Travis Mack,3,580,0.0,583.0,582.9999999999993
306,Counterintelligence,Robert,Counterintelligence Case - Robert,26.06.23,Pending,Detroit,16.08.23,08.04.24,19.08.24,Cynthia Harris,2,580,1.0,583.0,582.9999999999993
875,Civil Rights,Ryan,Civil Rights Case - Ryan,24.06.23,Pending,Louisville,29.08.23,21.10.23,,Dorothy Smith,5,578,0.5,583.5,583.4999999999993
918,Counterintelligence,Shaun,Counterintelligence Case - Shaun,27.06.23,Pending,New York,21.05.24,17.03.25,,Stephanie Waters,2,581,0.5,583.5,583.4999999999993
2365,Major Thefts,Stephen,Major Thefts Case - Stephen,20.06.23,Pending,Boston,27.02.24,18.12.24,23.05.25,Scott Bernard,9,574,1.0,584.0,583.9999999999993
2716,Environmental Law Violations,Justin,Environmental Law Violations Case - Justin,18.06.23,Pending,Austin,06.03.24,15.09.24,06.10.24,Eric Murphy,11,572,1.0,584.0,583.9999999999993
517,Securities Fraud,Grace,Securities Fraud Case - Grace,15.06.23,Pending,Los Angeles,01.03.24,21.10.24,14.02.25,Michael Gomez,14,569,1.0,584.0,583.9999999999993
2542,Cyber Crime,Ralph,Cyber Crime Case - Ralph,26.06.23,Pending,San Jose,25.09.23,23.12.23,15.05.24,Darren Steele,3,580,1.0,584.0,583.9999999999993
2049,Organized Crime,Mark,Organized Crime Case - Mark,24.06.23,Pending,Detroit,17.10.23,,,Lisa Barry,6,578,0.0,584.0,583.9999999999993
224,Civil Rights,Marie,Civil Rights Case - Marie,25.06.23,Pending,San Jose,05.08.24,17.07.25,,Mary Walters,5,579,0.5,584.5,584.4999999999993
2777,Intellectual Property Violations,Debra,Intellectual Property Violations Case - Debra,20.06.23,Pending,Louisville,15.11.24,18.03.25,18.08.25,Scott Ali,10,574,1.0,585.0,584.9999999999993
2171,Public Corruption,April,Public Corruption Case - April,27.06.23,Pending,Detroit,06.10.24,17.04.25,,Cameron Fields,4,581,0.5,585.5,585.4999999999993
1006,Organized Crime,Kirk,Organized Crime Case - Kirk,25.06.23,Pending,Fort Worth,20.12.23,24.12.23,,Zachary Hendrix,6,579,0.5,585.5,585.4999999999993
711,Organized Crime,Andrea,Organized Crime Case - Andrea,26.06.23,Pending,Seattle,21.10.24,,,Shaun Willis,6,580,0.0,586.0,585.9999999999993
278,Organized Crime,Joseph,Organized Crime Case - Joseph,25.06.23,Pending,Memphis,06.06.24,16.01.25,18.06.25,Darrell Jefferson,6,579,1.0,586.0,585.9999999999993
477,Violent Crimes,Katherine,Violent Crimes Case - Katherine,23.06.23,Pending,Nashville,06.03.24,12.02.25,07.06.25,Lisa Parker,8,577,1.0,586.0,585.9999999999993
1879,Major Thefts,Adrian,Major Thefts Case - Adrian,22.06.23,Pending,Phoenix,02.10.24,14.07.25,17.09.25,Carrie Martin,9,576,1.0,586.0,585.9999999999993
