Case ID,Case Type,Parties Involved,Case Title,Filing Date,Case Status,Case Location,Hearing 1 date,Hearing 2 date,Hearing 3 date,Assigned Judge
2455,Drug Trafficking,Elizabeth,Drug Trafficking Case - Elizabeth,23.8.23,Pending,Seattle,17.8.24,18.7.25,,Brianna Mclaughlin
2456,Organized Crime,Douglas,Organized Crime Case - Douglas,19.7.23,Pending,Baltimore,3.10.24,25.11.24,,Cameron Fields
2457,Major Thefts,Christina,Major Thefts Case - Christina,15.2.22,Pending,San Antonio,23.9.23,24.3.24,,Lisa Barry
2458,Organized Crime,William,Organized Crime Case - William,30.6.22,Pending,Houston,27.12.22,27.1.23,,Mr. Alexander Horton
2459,Civil Rights,Justin,Civil Rights Case - Justin,26.11.21,Pending,Philadelphia,8.10.23,2.6.24,6.10.24,Laura Stephens
2460,Drug Trafficking,Eric,Drug Trafficking Case - Eric,22.11.22,Pending,Nashville,29.6.24,,,Amanda Jefferson
2461,Major Thefts,Jennifer,Major Thefts Case - Jennifer,15.12.21,Pending,Fort Worth,16.12.23,30.5.24,20.7.24,Kevin Wood
2462,Drug Trafficking,Savannah,Drug Trafficking Case - Savannah,30.10.22,Pending,Milwaukee,24.8.23,31.8.23,15.9.23,Amanda Jones
2463,Securities Fraud,Jason,Securities Fraud Case - Jason,7.6.22,Pending,New York,4.7.24,12.4.25,,Daniel Shah
2464,Employment Law Disputes,Frank,Employment Law Disputes Case - Frank,20.9.23,Pending,Baltimore,3.9.24,1.5.25,10.7.25,Joshua Nichols
2465,Civil Rights,Theresa,Civil Rights Case - Theresa,15.7.22,Pending,Baltimore,9.11.23,12.11.23,,Kevin Davis
2466,Intellectual Property Violations,Dean,Intellectual Property Violations Case - Dean,20.1.22,Pending,Detroit,5.2.24,23.3.24,14.5.24,Daniel Vance
2467,Cyber Crime,Sherri,Cyber Crime Case - Sherri,13.2.22,Pending,New York,3.7.24,,,Jennifer Avery
2468,Immigration Law Cases,Ana,Immigration Law Cases Case - Ana,31.7.23,Pending,New York,1.10.23,1.3.24,,Tammie Ortega
2469,Violent Crimes,Jason,Violent Crimes Case - Jason,11.8.23,Pending,Philadelphia,15.6.24,,,Rebecca Conley
2470,Securities Fraud,Joseph,Securities Fraud Case - Joseph,5.2.22,Pending,San Francisco,7.3.22,12.1.23,28.3.23,Kevin Wood
2471,Drug Trafficking,Roger,Drug Trafficking Case - Roger,16.12.22,Pending,Boston,19.8.23,2.10.23,6.10.23,Melanie Boyer
2472,Immigration Law Cases,Matthew,Immigration Law Cases Case - Matthew,29.11.21,Pending,Memphis,30.6.22,,,Scott Jackson
2473,Securities Fraud,Daniel,Securities Fraud Case - Daniel,29.10.22,Pending,Dallas,13.10.24,12.8.25,30.12.25,Peter Smith
2474,Immigration Law Cases,Tracey,Immigration Law Cases Case - Tracey,27.3.23,Pending,Indianapolis,13.2.24,,,Ellen Brown
2475,Cyber Crime,Thomas,Cyber Crime Case - Thomas,20.2.22,Pending,Milwaukee,28.2.22,14.10.22,,Erica Martin
2476,Environmental Law Violations,Susan,Environmental Law Violations Case - Susan,29.12.22,Pending,Los Angeles,3.8.23,28.6.24,4.10.24,Tammie Ortega
2477,Securities Fraud,Jackson,Securities Fraud Case - Jackson,21.4.23,Pending,Charlotte,10.1.24,30.7.24,25.8.24,Dorothy Smith
2478,Intellectual Property Violations,David,Intellectual Property Violations Case - David,25.1.23,Pending,Seattle,15.1.24,,,David Green
2479,Immigration Law Cases,Sheila,Immigration Law Cases Case - Sheila,24.8.23,Pending,Chicago,6.7.24,,,Ronald Bright
2480,Civil Rights,Ashley,Civil Rights Case - Ashley,23.10.23,Pending,Boston,23.10.23,3.9.24,2.3.25,Amanda Jefferson
2481,White-Collar Crime,Angela,White-Collar Crime Case - Angela,24.4.23,Pending,Charlotte,25.6.23,6.2.24,22.6.24,Ronald Bright
2482,Cyber Crime,Laura,Cyber Crime Case - Laura,22.2.23,Pending,San Francisco,9.12.23,9.12.23,31.3.24,Alyssa Morris
2483,Intellectual Property Violations,Curtis,Intellectual Property Violations Case - Curtis,29.6.22,Pending,Portland,28.1.23,17.4.23,,Melanie Fischer
2484,Intellectual Property Violations,Brett,Intellectual Property Violations Case - Brett,28.3.22,Pending,Detroit,9.12.23,,,Kimberly Jordan
2485,Public Corruption,Michael,Public Corruption Case - Michael,5.2.23,Pending,Los Angeles,9.6.24,24.6.24,11.12.24,Steven Gonzalez
2486,Drug Trafficking,Melissa,Drug Trafficking Case - Melissa,23.2.22,Pending,San Jose,13.4.22,21.7.22,,Teresa Garcia
2487,Immigration Law Cases,Amanda,Immigration Law Cases Case - Amanda,20.10.23,Pending,New York,10.9.24,,,Melanie Bell
2488,Counterintelligence,Zachary,Counterintelligence Case - Zachary,19.10.22,Pending,Louisville,24.3.23,29.5.23,,Melissa Bailey
2489,Civil Rights,Sean,Civil Rights Case - Sean,29.1.22,Pending,Louisville,11.7.22,18.10.22,,Alicia Johnson
2490,Intellectual Property Violations,David,Intellectual Property Violations Case - David,19.1.23,Pending,Austin,12.12.23,,,Natasha Wyatt
2491,Employment Law Disputes,Pamela,Employment Law Disputes Case - Pamela,13.8.23,Pending,San Francisco,12.12.23,,,Patricia Arias
2492,Terrorism,Philip,Terrorism Case - Philip,5.4.22,Pending,Columbus,10.10.24,9.4.25,,Eric Murray
2493,Drug Trafficking,Rebecca,Drug Trafficking Case - Rebecca,6.12.22,Pending,Indianapolis,1.3.23,,,Bailey Foster
2494,Employment Law Disputes,Renee,Employment Law Disputes Case - Renee,13.3.22,Pending,Las Vegas,6.4.22,10.12.22,23.4.23,William Edwards
2495,Intellectual Property Violations,Tanya,Intellectual Property Violations Case - Tanya,12.3.22,Pending,Houston,9.11.22,11.6.23,,Michael Brooks
2496,Drug Trafficking,Alicia,Drug Trafficking Case - Alicia,13.10.23,Pending,Indianapolis,1.8.24,29.10.24,,Nicholas White
2497,Civil Rights,Ashley,Civil Rights Case - Ashley,11.12.21,Pending,Milwaukee,16.4.23,,,Grace Frazier
2498,Organized Crime,Bradley,Organized Crime Case - Bradley,27.8.22,Pending,Columbus,8.5.24,11.10.24,22.10.24,Christopher Stevens
2499,Counterintelligence,Johnathan,Counterintelligence Case - Johnathan,6.9.23,Pending,Louisville,11.11.24,18.5.25,,Michelle Reynolds
2500,Employment Law Disputes,Suzanne,Employment Law Disputes Case - Suzanne,4.10.23,Pending,San Jose,20.5.24,,,Nathaniel Walton
2501,Cyber Crime,Glenn,Cyber Crime Case - Glenn,3.4.23,Pending,New York,18.7.23,21.3.24,19.7.24,Daniel Shah
2502,Employment Law Disputes,Sue,Employment Law Disputes Case - Sue,5.12.22,Pending,San Diego,24.2.23,5.2.24,6.4.24,Jennifer Rodriguez
2503,White-Collar Crime,Scott,White-Collar Crime Case - Scott,19.1.23,Pending,Seattle,21.6.24,8.3.25,5.9.25,Ellen Brown
2504,Securities Fraud,Tiffany,Securities Fraud Case - Tiffany,14.10.22,Pending,Memphis,19.11.24,,,Robert Johnson
2505,Violent Crimes,Ernest,Violent Crimes Case - Ernest,18.12.22,Pending,San Antonio,18.8.24,,,Matthew Hall
2506,Public Corruption,Shannon,Public Corruption Case - Shannon,19.11.22,Pending,Las Vegas,10.11.24,27.12.24,,David Orozco
2507,Public Corruption,Robert,Public Corruption Case - Robert,11.12.22,Pending,Austin,24.3.24,,,Denise Williams
2508,Environmental Law Violations,Lindsay,Environmental Law Violations Case - Lindsay,26.3.23,Pending,Baltimore,17.7.23,17.10.23,28.2.24,Zachary Hendrix
2509,Public Corruption,Rachel,Public Corruption Case - Rachel,28.11.22,Pending,Indianapolis,2.9.24,26.4.25,26.7.25,Darlene Guerrero
2510,Major Thefts,Tyler,Major Thefts Case - Tyler,15.6.22,Pending,San Antonio,27.1.24,9.3.24,15.6.24,Kerry Jordan
2511,Terrorism,Sandra,Terrorism Case - Sandra,24.4.23,Pending,Austin,2.5.24,,,Cynthia Harris
2512,Terrorism,Michael,Terrorism Case - Michael,13.9.22,Pending,Portland,9.6.23,5.9.23,19.1.24,Amanda Jefferson
2513,Intellectual Property Violations,Carol,Intellectual Property Violations Case - Carol,9.4.22,Pending,Jacksonville,25.8.23,,,Ricardo Suarez
2514,Environmental Law Violations,Anthony,Environmental Law Violations Case - Anthony,6.9.23,Pending,San Diego,31.7.24,30.4.25,12.5.25,Carrie Miller
2515,Counterintelligence,Kathy,Counterintelligence Case - Kathy,22.7.23,Pending,San Antonio,26.1.24,,,Penny Jones
2516,Securities Fraud,Catherine,Securities Fraud Case - Catherine,21.8.22,Pending,Baltimore,11.3.23,28.12.23,2.2.24,Carla Smith
2517,Terrorism,Annette,Terrorism Case - Annette,30.11.21,Pending,Denver,23.4.24,7.2.25,14.3.25,Christopher Becker
2518,Organized Crime,Edward,Organized Crime Case - Edward,30.4.22,Pending,Milwaukee,16.6.22,18.6.22,,Brianna Mclaughlin
2519,Intellectual Property Violations,Raymond,Intellectual Property Violations Case - Raymond,3.11.23,Pending,Seattle,10.8.24,20.12.24,10.5.25,Jamie Marsh
2520,Securities Fraud,Julie,Securities Fraud Case - Julie,11.7.23,Pending,Philadelphia,26.7.24,12.11.24,28.3.25,Traci Donovan
2521,Organized Crime,Kenneth,Organized Crime Case - Kenneth,11.3.22,Pending,San Antonio,19.11.24,21.5.25,,Terrence Rodriguez
2522,Major Thefts,Jacob,Major Thefts Case - Jacob,25.9.23,Pending,Dallas,27.4.24,21.7.24,23.8.24,Ricardo Suarez
2523,Cyber Crime,Yolanda,Cyber Crime Case - Yolanda,23.5.23,Pending,Las Vegas,27.9.23,,,Mary Brown
2524,Public Corruption,Megan,Public Corruption Case - Megan,30.6.22,Pending,Oklahoma City,7.5.24,,,Lisa Barry
2525,Drug Trafficking,Juan,Drug Trafficking Case - Juan,12.5.22,Pending,Philadelphia,2.1.24,,,Scott Jackson
2526,Terrorism,Robert,Terrorism Case - Robert,20.6.22,Pending,San Francisco,9.11.24,,,David Green
2527,Major Thefts,Nicholas,Major Thefts Case - Nicholas,28.10.22,Pending,Seattle,26.2.23,17.5.23,12.10.23,Nathan Chandler
2528,Public Corruption,Amanda,Public Corruption Case - Amanda,3.1.22,Pending,San Francisco,15.4.22,12.2.23,20.2.23,Tammy Mendoza
2529,Securities Fraud,Bruce,Securities Fraud Case - Bruce,19.6.22,Pending,Portland,24.8.22,4.12.22,11.3.23,Ann Allen
2530,Environmental Law Violations,Julia,Environmental Law Violations Case - Julia,30.9.22,Pending,Houston,16.12.22,,,Lynn Snyder
2531,Organized Crime,Alexandra,Organized Crime Case - Alexandra,4.9.22,Pending,Columbus,17.2.23,4.2.24,26.2.24,Benjamin Cunningham
2532,Organized Crime,Angela,Organized Crime Case - Angela,31.7.22,Pending,Los Angeles,21.8.22,,,Kevin Skinner
2533,Intellectual Property Violations,John,Intellectual Property Violations Case - John,3.6.23,Pending,Washington,29.3.24,27.3.25,5.7.25,David Orozco
2534,Major Thefts,Ashley,Major Thefts Case - Ashley,7.9.23,Pending,San Diego,21.6.24,,,David Ford
2535,Employment Law Disputes,Jamie,Employment Law Disputes Case - Jamie,8.1.22,Pending,Jacksonville,15.3.22,,,Kerry Jordan
2536,Counterintelligence,Kimberly,Counterintelligence Case - Kimberly,15.7.23,Pending,Los Angeles,9.12.23,15.7.24,15.10.24,Victoria Wilson
2537,Major Thefts,Paul,Major Thefts Case - Paul,11.10.23,Pending,Boston,4.6.24,1.11.24,14.2.25,Hannah Klein
2538,Cyber Crime,William,Cyber Crime Case - William,20.3.22,Pending,Dallas,30.5.24,31.5.24,26.10.24,Miss Teresa Trevino
2539,Terrorism,Ryan,Terrorism Case - Ryan,30.10.22,Pending,Houston,4.5.23,,,Jennifer Alexander
2540,Immigration Law Cases,Sandra,Immigration Law Cases Case - Sandra,5.1.23,Pending,Seattle,5.5.23,,,Ricardo Suarez
2541,Employment Law Disputes,Heather,Employment Law Disputes Case - Heather,7.5.23,Pending,Philadelphia,25.10.24,5.11.24,,Melanie Fischer
2542,Cyber Crime,Ralph,Cyber Crime Case - Ralph,26.6.23,Pending,San Jose,25.9.23,23.12.23,15.5.24,Darren Steele
2543,Terrorism,Christina,Terrorism Case - Christina,16.1.22,Pending,San Francisco,4.7.23,3.12.23,,Kelsey Lopez
2544,Intellectual Property Violations,Andrea,Intellectual Property Violations Case - Andrea,9.11.22,Pending,Columbus,4.2.23,23.6.23,4.7.23,Chloe Martin DDS
2545,Terrorism,Pamela,Terrorism Case - Pamela,21.12.22,Pending,Baltimore,11.7.23,7.6.24,,Carl Martinez
2546,Intellectual Property Violations,Richard,Intellectual Property Violations Case - Richard,15.9.23,Pending,San Jose,3.4.24,12.10.24,,Elizabeth Rogers
2547,Employment Law Disputes,Meghan,Employment Law Disputes Case - Meghan,6.7.23,Pending,San Jose,28.1.24,11.12.24,3.3.25,Grace Frazier
2548,Counterintelligence,Larry,Counterintelligence Case - Larry,21.11.23,Pending,San Francisco,11.11.24,3.9.25,19.2.26,Jennifer Sanchez
2549,Cyber Crime,James,Cyber Crime Case - James,21.4.23,Pending,San Jose,28.6.24,20.4.25,31.5.25,Mr. Alexander Horton
2550,Terrorism,Steven,Terrorism Case - Steven,21.5.22,Pending,Dallas,17.11.22,10.3.23,,Charlotte Coleman
2551,Immigration Law Cases,Amber,Immigration Law Cases Case - Amber,9.4.23,Pending,Detroit,29.5.24,16.12.24,6.5.25,Andrea Pearson
2552,Immigration Law Cases,Heather,Immigration Law Cases Case - Heather,4.12.22,Pending,Memphis,17.4.23,10.8.23,17.12.23,Laura Stephens
2553,Cyber Crime,Bailey,Cyber Crime Case - Bailey,28.4.23,Pending,Oklahoma City,10.6.24,6.3.25,5.4.25,Charlotte Coleman
2554,Civil Rights,Brandon,Civil Rights Case - Brandon,30.12.22,Pending,Milwaukee,29.11.23,22.9.24,23.11.24,Karla Moore
2555,White-Collar Crime,Gregory,White-Collar Crime Case - Gregory,7.1.23,Pending,Nashville,28.10.24,30.7.25,11.12.25,Lisa Jordan
2556,Civil Rights,Victor,Civil Rights Case - Victor,11.8.23,Pending,Los Angeles,25.5.24,21.9.24,,Stephen Elliott
2557,Violent Crimes,Thomas,Violent Crimes Case - Thomas,3.12.21,Pending,Houston,27.10.23,25.11.23,29.2.24,Scott Jackson
2558,Terrorism,James,Terrorism Case - James,11.10.22,Pending,Oklahoma City,4.12.23,12.4.24,6.6.24,Jessica Holland MD
2559,Intellectual Property Violations,Jamie,Intellectual Property Violations Case - Jamie,8.8.23,Pending,Portland,27.8.24,,,Lisa Patterson
2560,Cyber Crime,Robert,Cyber Crime Case - Robert,20.12.21,Pending,Portland,23.1.23,5.10.23,,Melinda Fields
2561,Intellectual Property Violations,Jessica,Intellectual Property Violations Case - Jessica,24.4.22,Pending,Indianapolis,5.10.22,2.5.23,11.5.23,Traci Donovan
2562,Securities Fraud,Christopher,Securities Fraud Case - Christopher,12.6.22,Pending,San Francisco,29.8.23,30.4.24,29.6.24,Kerry Jordan
2563,Counterintelligence,James,Counterintelligence Case - James,17.10.22,Pending,Austin,4.9.23,12.4.24,,Melanie Boyer
2564,Civil Rights,David,Civil Rights Case - David,30.3.22,Pending,San Antonio,28.5.22,7.3.23,1.4.23,Cameron Fields
2565,Terrorism,Travis,Terrorism Case - Travis,21.1.22,Pending,Boston,30.12.22,,,Martin Hale
2566,Employment Law Disputes,Joseph,Employment Law Disputes Case - Joseph,14.6.22,Pending,Denver,31.10.23,27.2.24,15.7.24,Carrie Martin
2567,Counterintelligence,Kristin,Counterintelligence Case - Kristin,16.9.22,Pending,Las Vegas,23.10.22,7.7.23,4.1.24,Mr. Stephen Price
2568,Environmental Law Violations,Don,Environmental Law Violations Case - Don,24.10.22,Pending,San Jose,29.1.23,,,Ellen Brown
2569,White-Collar Crime,Erin,White-Collar Crime Case - Erin,17.8.22,Pending,Washington,26.12.22,20.9.23,11.12.23,Bryan Simpson
2570,Cyber Crime,Christopher,Cyber Crime Case - Christopher,16.3.23,Pending,Louisville,15.1.24,,,Brad Campbell
2571,Drug Trafficking,Jessica,Drug Trafficking Case - Jessica,6.1.22,Pending,Las Vegas,1.4.23,9.6.23,17.7.23,Stephen Elliott
2572,Environmental Law Violations,Jennifer,Environmental Law Violations Case - Jennifer,16.12.21,Pending,Oklahoma City,18.7.22,20.12.22,13.4.23,Jill Johnson
2573,Public Corruption,Teresa,Public Corruption Case - Teresa,15.3.22,Pending,Baltimore,2.8.24,10.10.24,,Daniel Byrd
2574,Civil Rights,Deanna,Civil Rights Case - Deanna,5.3.22,Pending,San Antonio,7.10.24,,,Megan Griffin
2575,Securities Fraud,David,Securities Fraud Case - David,14.11.23,Pending,San Antonio,30.12.23,25.12.24,3.2.25,Miss Holly Richardson DDS
2576,Terrorism,Edward,Terrorism Case - Edward,4.11.22,Pending,New York,2.10.23,,,Tiffany Diaz
2577,Environmental Law Violations,Jacob,Environmental Law Violations Case - Jacob,2.12.22,Pending,Oklahoma City,23.12.23,24.8.24,3.11.24,Brad Campbell
2578,Cyber Crime,Diane,Cyber Crime Case - Diane,4.10.22,Pending,Detroit,4.3.24,,,Darius Strickland
2579,Intellectual Property Violations,Lauren,Intellectual Property Violations Case - Lauren,7.5.22,Pending,Dallas,7.11.24,19.11.24,23.12.24,Aaron Moore
2580,Major Thefts,Latasha,Major Thefts Case - Latasha,13.3.23,Pending,Columbus,18.11.24,,,Mary Cannon
2581,Organized Crime,Jennifer,Organized Crime Case - Jennifer,3.10.23,Pending,San Diego,11.2.24,3.1.25,7.1.25,Amanda Oconnor
2582,Counterintelligence,Gregory,Counterintelligence Case - Gregory,4.1.23,Pending,New York,24.10.23,10.12.23,,Adriana Norton
2583,Cyber Crime,James,Cyber Crime Case - James,2.9.22,Pending,Seattle,18.10.24,17.10.25,23.3.26,Christopher Stevens
2584,Terrorism,David,Terrorism Case - David,11.3.22,Pending,Denver,8.1.23,2.2.23,5.2.23,Brian Doyle
2585,Cyber Crime,Sarah,Cyber Crime Case - Sarah,23.1.23,Pending,Detroit,19.12.23,,,Sarah Jones
2586,Terrorism,Diamond,Terrorism Case - Diamond,16.6.22,Pending,Louisville,9.11.24,29.6.25,28.8.25,Tammie Ortega
2587,Immigration Law Cases,William,Immigration Law Cases Case - William,2.6.23,Pending,Phoenix,13.10.24,,,Melissa Bailey
2588,Securities Fraud,Corey,Securities Fraud Case - Corey,11.6.22,Pending,Seattle,6.10.22,,,Jon Stein
2589,Major Thefts,Sean,Major Thefts Case - Sean,13.7.22,Pending,Detroit,24.9.24,5.7.25,21.12.25,Vanessa King
2590,White-Collar Crime,William,White-Collar Crime Case - William,29.6.23,Pending,Washington,31.8.24,16.10.24,4.2.25,Megan Griffin
2591,Intellectual Property Violations,James,Intellectual Property Violations Case - James,21.1.23,Pending,Nashville,13.2.23,1.11.23,11.12.23,Andrea Casey
2592,Organized Crime,Steve,Organized Crime Case - Steve,1.12.22,Pending,Jacksonville,17.6.24,23.1.25,4.3.25,Bryan Simpson
2593,Environmental Law Violations,Andrew,Environmental Law Violations Case - Andrew,14.10.23,Pending,Nashville,26.8.24,20.11.24,9.5.25,Scott Ali
2594,Immigration Law Cases,Sandra,Immigration Law Cases Case - Sandra,2.10.22,Pending,Fort Worth,30.7.23,,,Travis Mack
2595,Drug Trafficking,James,Drug Trafficking Case - James,29.6.23,Pending,Charlotte,12.4.24,23.6.24,8.7.24,Michael Brooks
2596,Organized Crime,Emily,Organized Crime Case - Emily,24.11.22,Pending,Charlotte,11.9.23,9.8.24,13.8.24,Heather Howell
2597,Organized Crime,Amanda,Organized Crime Case - Amanda,8.12.22,Pending,Oklahoma City,31.10.23,,,Lauren Collins
2598,Civil Rights,Natasha,Civil Rights Case - Natasha,28.5.23,Pending,Oklahoma City,19.3.24,6.3.25,,Chris Cohen
2599,Public Corruption,Jason,Public Corruption Case - Jason,26.10.22,Pending,San Francisco,20.3.24,19.10.24,,Benjamin Hughes
2600,Employment Law Disputes,Joel,Employment Law Disputes Case - Joel,1.7.23,Pending,Indianapolis,29.11.23,27.9.24,,Donald Bright
2601,Cyber Crime,Rebecca,Cyber Crime Case - Rebecca,7.7.22,Pending,San Jose,25.6.23,,,Mark Chambers
2602,Counterintelligence,Kevin,Counterintelligence Case - Kevin,11.1.22,Pending,Nashville,31.7.23,9.5.24,3.9.24,Melanie Boyer
2603,Organized Crime,Allison,Organized Crime Case - Allison,14.4.22,Pending,Milwaukee,10.8.24,28.6.25,25.9.25,Timothy Robinson
2604,Environmental Law Violations,John,Environmental Law Violations Case - John,2.6.23,Pending,Philadelphia,26.7.23,16.3.24,8.8.24,Mark Miller
2605,White-Collar Crime,Dwayne,White-Collar Crime Case - Dwayne,30.8.23,Pending,New York,14.10.23,13.5.24,10.8.24,Daniel Sanders
2606,Public Corruption,Eric,Public Corruption Case - Eric,10.3.23,Pending,Oklahoma City,19.3.23,,,Traci Donovan
2607,Terrorism,Michael,Terrorism Case - Michael,22.5.23,Pending,Baltimore,9.7.24,19.8.24,2.10.24,Dr. Denise Flores
2608,Public Corruption,Carl,Public Corruption Case - Carl,1.1.23,Pending,Los Angeles,5.3.24,,,Carl Martinez
2609,Terrorism,Terri,Terrorism Case - Terri,9.4.23,Pending,Fort Worth,23.10.24,24.7.25,14.9.25,Brian Flores
2610,Securities Fraud,James,Securities Fraud Case - James,17.9.22,Pending,Fort Worth,5.2.23,29.11.23,,Janet Daniels
2611,Terrorism,Lori,Terrorism Case - Lori,16.12.21,Pending,Seattle,21.12.22,24.4.23,18.8.23,Gregory Sanchez
2612,Organized Crime,Kendra,Organized Crime Case - Kendra,27.9.22,Pending,Charlotte,6.11.22,,,Nathan Chandler
2613,Drug Trafficking,Marvin,Drug Trafficking Case - Marvin,4.3.22,Pending,Baltimore,29.9.22,,,Traci Donovan
2614,Organized Crime,Hailey,Organized Crime Case - Hailey,27.10.22,Pending,Las Vegas,9.6.23,4.11.23,29.12.23,Thomas Smith
2615,Immigration Law Cases,Doris,Immigration Law Cases Case - Doris,23.4.23,Pending,Nashville,27.10.24,21.2.25,,Regina Duffy
2616,Intellectual Property Violations,Adam,Intellectual Property Violations Case - Adam,4.1.23,Pending,Nashville,29.5.23,13.10.23,5.11.23,Lisa Jordan
2617,Securities Fraud,Kaitlyn,Securities Fraud Case - Kaitlyn,5.5.22,Pending,Washington,24.7.23,15.12.23,26.12.23,Brian Flores
2618,Cyber Crime,Joshua,Cyber Crime Case - Joshua,16.1.23,Pending,San Antonio,21.2.23,11.10.23,4.1.24,Mr. Matthew Mitchell DDS
2619,Drug Trafficking,Chad,Drug Trafficking Case - Chad,16.8.23,Pending,Chicago,12.8.24,7.12.24,10.1.25,Isaac Romero
2620,Major Thefts,Rita,Major Thefts Case - Rita,25.11.22,Pending,Las Vegas,7.1.24,,,Aaron Moore
2621,Violent Crimes,Yolanda,Violent Crimes Case - Yolanda,6.4.22,Pending,Philadelphia,3.11.24,18.12.24,14.6.25,Wendy Burke
2622,Environmental Law Violations,Megan,Environmental Law Violations Case - Megan,15.8.23,Pending,Charlotte,4.5.24,,,Brad Campbell
2623,Cyber Crime,Ashley,Cyber Crime Case - Ashley,10.1.23,Pending,Indianapolis,27.7.23,21.9.23,,Andrew Brown
2624,Terrorism,Amanda,Terrorism Case - Amanda,25.5.23,Pending,Fort Worth,26.6.23,4.3.24,24.6.24,Thomas Smith
2625,Organized Crime,Ryan,Organized Crime Case - Ryan,13.7.22,Pending,Nashville,23.3.24,,,Michael Gomez
2626,Environmental Law Violations,Stacy,Environmental Law Violations Case - Stacy,5.3.23,Pending,San Diego,25.3.23,,,Paul Hoover
2627,Cyber Crime,Garrett,Cyber Crime Case - Garrett,2.9.22,Pending,Dallas,17.10.22,21.11.22,16.12.22,Rebecca Phillips
2628,Intellectual Property Violations,Michelle,Intellectual Property Violations Case - Michelle,18.2.22,Pending,Louisville,22.10.24,,,Joy Cole
2629,Environmental Law Violations,Scott,Environmental Law Violations Case - Scott,1.2.23,Pending,Washington,25.8.24,11.7.25,9.12.25,Wendy Burke
2630,Violent Crimes,Katie,Violent Crimes Case - Katie,27.5.22,Pending,Houston,9.6.23,2.4.24,24.8.24,Michael Morales
2631,Cyber Crime,Sarah,Cyber Crime Case - Sarah,31.8.23,Pending,Seattle,7.5.24,8.3.25,,Daniel Byrd
2632,Cyber Crime,Danielle,Cyber Crime Case - Danielle,20.7.23,Pending,Detroit,26.5.24,10.4.25,8.10.25,Chloe Martin DDS
2633,Major Thefts,Courtney,Major Thefts Case - Courtney,28.5.22,Pending,Las Vegas,23.4.23,6.12.23,11.1.24,Jennifer Sanchez
2634,Employment Law Disputes,Brandon,Employment Law Disputes Case - Brandon,20.10.22,Pending,Louisville,8.10.24,,,Daniel Sanders
2635,Employment Law Disputes,Cody,Employment Law Disputes Case - Cody,5.8.22,Pending,Philadelphia,22.6.24,20.11.24,23.2.25,Grace Frazier
2636,Immigration Law Cases,Alicia,Immigration Law Cases Case - Alicia,6.2.22,Pending,Columbus,2.6.23,5.11.23,,Michelle Nelson
2637,Securities Fraud,Joel,Securities Fraud Case - Joel,13.10.23,Pending,Houston,12.10.24,27.2.25,,Bryan Simpson
2638,Major Thefts,Marcus,Major Thefts Case - Marcus,29.5.23,Pending,Baltimore,17.8.23,15.2.24,26.6.24,Thomas Morgan
2639,Organized Crime,Brent,Organized Crime Case - Brent,4.5.23,Pending,Chicago,2.10.24,,,Kevin Phelps
2640,Major Thefts,Colleen,Major Thefts Case - Colleen,29.1.23,Pending,San Jose,28.10.23,14.11.23,12.1.24,Brian Doyle
2641,Immigration Law Cases,Charles,Immigration Law Cases Case - Charles,27.1.22,Pending,San Jose,4.10.24,1.7.25,16.11.25,Scott Ali
2642,Intellectual Property Violations,Timothy,Intellectual Property Violations Case - Timothy,4.6.23,Pending,New York,1.3.24,19.3.24,,Jennifer Avery
2643,Intellectual Property Violations,Michael,Intellectual Property Violations Case - Michael,11.7.23,Pending,Houston,10.9.24,12.8.25,12.10.25,Marcus Brown
2644,Violent Crimes,Elizabeth,Violent Crimes Case - Elizabeth,14.9.23,Pending,San Jose,14.4.24,,,Gregory Sanchez
2645,Public Corruption,Nicholas,Public Corruption Case - Nicholas,11.12.22,Pending,Baltimore,23.6.24,19.4.25,,Jennifer Alexander
2646,Violent Crimes,Michael,Violent Crimes Case - Michael,25.2.23,Pending,Phoenix,2.7.23,,,Alicia Tucker
2647,Violent Crimes,Julie,Violent Crimes Case - Julie,19.7.23,Pending,Milwaukee,28.7.24,,,Ronald Bright
2648,Drug Trafficking,Tiffany,Drug Trafficking Case - Tiffany,25.6.23,Pending,Portland,2.9.24,26.8.25,,Carla Smith
2649,Counterintelligence,Terry,Counterintelligence Case - Terry,7.9.23,Pending,San Antonio,11.8.24,,,Katherine Phillips
2650,Organized Crime,Anthony,Organized Crime Case - Anthony,22.6.23,Pending,Washington,22.1.24,29.2.24,,Regina Duffy
2651,Public Corruption,Joseph,Public Corruption Case - Joseph,12.10.22,Pending,Los Angeles,25.5.24,31.3.25,,Mr. Michael Lewis PhD
2652,Cyber Crime,Fred,Cyber Crime Case - Fred,15.9.22,Pending,Detroit,1.1.23,20.9.23,4.10.23,Mary Walters
2653,Drug Trafficking,Whitney,Drug Trafficking Case - Whitney,23.3.23,Pending,Los Angeles,3.10.23,15.9.24,18.2.25,Lauren Collins
2654,Environmental Law Violations,Patrick,Environmental Law Violations Case - Patrick,16.4.23,Pending,Columbus,23.11.23,18.6.24,15.11.24,Isaac Romero
2655,Violent Crimes,Travis,Violent Crimes Case - Travis,21.5.23,Pending,New York,9.10.23,4.3.24,23.6.24,Michael Gomez
2656,Employment Law Disputes,Robert,Employment Law Disputes Case - Robert,15.5.23,Pending,Los Angeles,18.6.24,27.5.25,4.10.25,Jessica Livingston
